,iid,id,gender,idg,condtn,wave,round,position,positin1,order,partner,pid,match,int_corr,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,met_o,age,field,field_cd,race,imprace,imprelig,from,zipcode,goal,date,go_out,career,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr4_1,sinc4_1,intel4_1,fun4_1,amb4_1,shar4_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1,dec,attr,sinc,intel,fun,amb,shar,like,prob,met,match_es,satis_2,length,numdat_2,attr1_2,sinc1_2,intel1_2,fun1_2,amb1_2,shar1_2,attr4_2,sinc4_2,intel4_2,fun4_2,amb4_2,shar4_2,attr2_2,sinc2_2,intel2_2,fun2_2,amb2_2,shar2_2,attr3_2,sinc3_2,intel3_2,fun3_2,amb3_2
6271,407,11.0,1,22,2,15,18,16,5.0,12,6,384.0,1,0.44,1,23.0,2.0,20.0,20.0,20.0,20.0,20.0,0.0,1,9.0,10.0,10.0,7.0,9.0,9.0,9.0,8.0,2.0,24.0,Film,14.0,2.0,1.0,1.0,New Jersey,"7,901",3.0,4.0,2.0,Screenwriter,6.0,8.0,4.0,7.0,9.0,9.0,9.0,7.0,4.0,2.0,9.0,5.0,7.0,10.0,9.0,9.0,7.0,7.0,5.0,30.0,15.0,15.0,15.0,15.0,10.0,50.0,10.0,10.0,10.0,10.0,10.0,50.0,10.0,10.0,10.0,10.0,10.0,7.0,9.0,8.0,7.0,8.0,1,7.0,7.0,8.0,9.0,6.0,7.0,6.0,6.0,2.0,5.0,6.0,3.0,1.0,40.0,10.0,20.0,10.0,10.0,10.0,50.0,10.0,10.0,10.0,10.0,10.0,50.0,10.0,10.0,10.0,10.0,10.0,7.0,8.0,8.0,7.0,9.0
6274,407,11.0,1,22,2,15,18,13,5.0,9,9,387.0,1,0.24,1,25.0,2.0,20.0,15.0,25.0,15.0,15.0,10.0,1,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,2.0,24.0,Film,14.0,2.0,1.0,1.0,New Jersey,"7,901",3.0,4.0,2.0,Screenwriter,6.0,8.0,4.0,7.0,9.0,9.0,9.0,7.0,4.0,2.0,9.0,5.0,7.0,10.0,9.0,9.0,7.0,7.0,5.0,30.0,15.0,15.0,15.0,15.0,10.0,50.0,10.0,10.0,10.0,10.0,10.0,50.0,10.0,10.0,10.0,10.0,10.0,7.0,9.0,8.0,7.0,8.0,1,8.0,8.0,8.0,8.0,7.0,6.0,7.0,7.0,2.0,5.0,6.0,3.0,1.0,40.0,10.0,20.0,10.0,10.0,10.0,50.0,10.0,10.0,10.0,10.0,10.0,50.0,10.0,10.0,10.0,10.0,10.0,7.0,8.0,8.0,7.0,9.0
6287,408,12.0,1,24,2,15,18,17,7.0,11,4,382.0,1,0.43,0,28.0,2.0,25.0,25.0,25.0,10.0,10.0,5.0,1,7.0,6.0,6.0,8.0,6.0,8.0,7.0,5.0,2.0,24.0,International Affairs,13.0,3.0,1.0,1.0,NYC,0,2.0,7.0,1.0,Diplomat/Business,9.0,7.0,7.0,9.0,8.0,9.0,8.0,3.0,5.0,1.0,6.0,2.0,4.0,8.0,6.0,10.0,2.0,1.0,6.0,20.0,10.0,20.0,20.0,10.0,20.0,20.0,25.0,15.0,15.0,10.0,15.0,30.0,15.0,15.0,20.0,10.0,15.0,8.0,7.0,10.0,8.0,9.0,1,8.0,7.0,7.0,8.0,6.0,6.0,6.0,9.0,2.0,3.0,5.0,3.0,2.0,20.0,20.0,20.0,20.0,10.0,10.0,40.0,10.0,10.0,20.0,10.0,10.0,20.0,20.0,15.0,15.0,15.0,15.0,7.0,7.0,7.0,8.0,8.0
6294,408,12.0,1,24,2,15,18,2,7.0,14,11,389.0,1,0.32,0,21.0,2.0,20.0,30.0,20.0,20.0,0.0,10.0,1,9.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,2.0,24.0,International Affairs,13.0,3.0,1.0,1.0,NYC,0,2.0,7.0,1.0,Diplomat/Business,9.0,7.0,7.0,9.0,8.0,9.0,8.0,3.0,5.0,1.0,6.0,2.0,4.0,8.0,6.0,10.0,2.0,1.0,6.0,20.0,10.0,20.0,20.0,10.0,20.0,20.0,25.0,15.0,15.0,10.0,15.0,30.0,15.0,15.0,20.0,10.0,15.0,8.0,7.0,10.0,8.0,9.0,1,7.0,7.0,8.0,8.0,7.0,8.0,7.0,8.0,2.0,3.0,5.0,3.0,2.0,20.0,20.0,20.0,20.0,10.0,10.0,40.0,10.0,10.0,20.0,10.0,10.0,20.0,20.0,15.0,15.0,15.0,15.0,7.0,7.0,7.0,8.0,8.0
6301,408,12.0,1,24,2,15,18,6,7.0,18,18,396.0,1,0.28,0,25.0,4.0,15.0,18.0,18.0,18.0,15.0,16.0,1,8.0,9.0,9.0,9.0,8.0,6.0,8.0,5.0,1.0,24.0,International Affairs,13.0,3.0,1.0,1.0,NYC,0,2.0,7.0,1.0,Diplomat/Business,9.0,7.0,7.0,9.0,8.0,9.0,8.0,3.0,5.0,1.0,6.0,2.0,4.0,8.0,6.0,10.0,2.0,1.0,6.0,20.0,10.0,20.0,20.0,10.0,20.0,20.0,25.0,15.0,15.0,10.0,15.0,30.0,15.0,15.0,20.0,10.0,15.0,8.0,7.0,10.0,8.0,9.0,1,5.0,8.0,9.0,8.0,8.0,7.0,8.0,8.0,1.0,3.0,5.0,3.0,2.0,20.0,20.0,20.0,20.0,10.0,10.0,40.0,10.0,10.0,20.0,10.0,10.0,20.0,20.0,15.0,15.0,15.0,15.0,7.0,7.0,7.0,8.0,8.0
6346,411,15.0,1,30,2,15,18,13,1.0,13,9,387.0,1,0.26,1,25.0,2.0,20.0,15.0,25.0,15.0,15.0,10.0,1,8.0,9.0,9.0,8.0,9.0,8.0,8.0,7.0,2.0,34.0,Finance,8.0,2.0,8.0,2.0,Washington DC,"20,817",3.0,4.0,1.0,M&A Advisory,7.0,7.0,6.0,6.0,7.0,7.0,6.0,3.0,3.0,1.0,8.0,1.0,7.0,6.0,7.0,10.0,8.0,3.0,3.0,35.0,15.0,15.0,25.0,10.0,0.0,40.0,20.0,15.0,15.0,5.0,5.0,60.0,0.0,10.0,20.0,0.0,0.0,8.0,6.0,9.0,7.0,5.0,1,10.0,10.0,8.0,10.0,6.0,5.0,7.0,6.0,2.0,2.0,8.0,1.0,3.0,50.0,0.0,25.0,25.0,0.0,0.0,40.0,20.0,20.0,10.0,10.0,0.0,70.0,20.0,0.0,10.0,0.0,0.0,8.0,7.0,9.0,10.0,7.0
6361,412,16.0,1,32,2,15,18,16,2.0,15,6,384.0,1,0.14,1,23.0,2.0,20.0,20.0,20.0,20.0,20.0,0.0,1,8.0,10.0,10.0,10.0,10.0,7.0,7.0,8.0,2.0,27.0,business,8.0,2.0,1.0,1.0,New Jersey,"7,032",1.0,5.0,2.0,millionaire,7.0,10.0,10.0,10.0,5.0,8.0,8.0,0.0,7.0,3.0,8.0,6.0,5.0,5.0,8.0,8.0,4.0,4.0,4.0,75.0,5.0,5.0,5.0,5.0,5.0,95.0,1.0,1.0,1.0,1.0,1.0,60.0,10.0,10.0,10.0,5.0,5.0,7.0,7.0,8.0,8.0,8.0,1,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,2.0,3.0,7.0,3.0,2.0,75.0,5.0,5.0,5.0,5.0,5.0,80.0,5.0,1.0,8.0,5.0,1.0,75.0,1.0,2.0,20.0,1.0,1.0,7.0,7.0,8.0,8.0,9.0
6364,412,16.0,1,32,2,15,18,13,2.0,12,9,387.0,1,-0.09,1,25.0,2.0,20.0,15.0,25.0,15.0,15.0,10.0,1,7.0,7.0,8.0,8.0,8.0,7.0,7.0,7.0,2.0,27.0,business,8.0,2.0,1.0,1.0,New Jersey,"7,032",1.0,5.0,2.0,millionaire,7.0,10.0,10.0,10.0,5.0,8.0,8.0,0.0,7.0,3.0,8.0,6.0,5.0,5.0,8.0,8.0,4.0,4.0,4.0,75.0,5.0,5.0,5.0,5.0,5.0,95.0,1.0,1.0,1.0,1.0,1.0,60.0,10.0,10.0,10.0,5.0,5.0,7.0,7.0,8.0,8.0,8.0,1,9.0,8.0,7.0,9.0,9.0,8.0,7.0,8.0,2.0,3.0,7.0,3.0,2.0,75.0,5.0,5.0,5.0,5.0,5.0,80.0,5.0,1.0,8.0,5.0,1.0,75.0,1.0,2.0,20.0,1.0,1.0,7.0,7.0,8.0,8.0,9.0
6460,420,5.0,0,9,1,16,8,3,3.0,3,1,422.0,1,0.72,1,26.0,2.0,30.0,25.0,20.0,10.0,10.0,5.0,1,9.0,9.0,9.0,9.0,8.0,9.0,9.0,8.0,2.0,22.0,Social Work,11.0,2.0,1.0,1.0,Indiana,"47,920",5.0,4.0,2.0,Social Worker,11.0,8.0,4.0,5.0,10.0,8.0,8.0,7.0,4.0,3.0,9.0,7.0,8.0,7.0,4.0,5.0,6.0,4.0,5.0,10.0,10.0,40.0,10.0,15.0,15.0,25.0,10.0,10.0,15.0,25.0,15.0,35.0,5.0,15.0,25.0,5.0,15.0,8.0,9.0,7.0,10.0,7.0,1,10.0,10.0,10.0,9.0,10.0,10.0,9.0,8.0,2.0,2.0,8.0,3.0,3.0,10.0,15.0,40.0,10.0,10.0,15.0,25.0,15.0,10.0,15.0,20.0,15.0,30.0,10.0,15.0,25.0,10.0,10.0,8.0,9.0,10.0,8.0,9.0
6474,421,6.0,0,11,1,16,8,1,1.0,4,7,428.0,1,0.48,1,27.0,4.0,60.0,10.0,10.0,10.0,10.0,0.0,1,8.0,6.0,6.0,7.0,6.0,8.0,6.0,5.0,2.0,25.0,Social Work,11.0,4.0,5.0,5.0,California,"91,011",1.0,4.0,3.0,Social Worker,11.0,1.0,1.0,1.0,8.0,5.0,5.0,1.0,5.0,5.0,5.0,8.0,10.0,10.0,5.0,10.0,10.0,5.0,7.0,20.0,10.0,30.0,20.0,10.0,10.0,30.0,10.0,30.0,10.0,10.0,10.0,30.0,10.0,20.0,20.0,10.0,10.0,7.0,7.0,6.0,6.0,6.0,1,7.0,8.0,9.0,8.0,9.0,9.0,8.0,8.0,2.0,2.0,5.0,3.0,3.0,20.0,15.0,30.0,15.0,15.0,5.0,30.0,20.0,20.0,10.0,10.0,10.0,30.0,20.0,10.0,20.0,10.0,10.0,7.0,8.0,6.0,6.0,6.0
6480,422,1.0,1,2,1,16,6,3,1.0,3,5,420.0,1,0.72,1,22.0,2.0,10.0,10.0,40.0,10.0,15.0,15.0,1,10.0,10.0,10.0,9.0,10.0,10.0,9.0,8.0,2.0,26.0,Fundraising Management,8.0,2.0,6.0,7.0,Florida,"33,021",2.0,4.0,2.0,Fundraising for Non-Profits,7.0,7.0,2.0,8.0,9.0,9.0,9.0,10.0,2.0,4.0,7.0,5.0,9.0,8.0,6.0,6.0,7.0,9.0,8.0,30.0,25.0,20.0,10.0,10.0,5.0,45.0,5.0,10.0,20.0,10.0,10.0,30.0,20.0,15.0,15.0,15.0,5.0,8.0,10.0,8.0,8.0,8.0,1,9.0,9.0,9.0,9.0,8.0,9.0,9.0,8.0,2.0,4.0,7.0,3.0,1.0,30.0,25.0,15.0,10.0,15.0,5.0,30.0,20.0,10.0,15.0,15.0,10.0,30.0,20.0,15.0,10.0,15.0,10.0,8.0,10.0,8.0,8.0,8.0
6517,428,7.0,1,13,1,16,6,1,6.0,3,6,421.0,1,0.48,1,25.0,4.0,20.0,10.0,30.0,20.0,10.0,10.0,1,7.0,8.0,9.0,8.0,9.0,9.0,8.0,8.0,2.0,27.0,MBA,8.0,4.0,8.0,8.0,New York,"11,432",3.0,2.0,1.0,Management Consulting,7.0,6.0,5.0,5.0,9.0,6.0,7.0,6.0,5.0,6.0,7.0,5.0,6.0,7.0,5.0,7.0,7.0,3.0,8.0,60.0,10.0,10.0,10.0,10.0,0.0,50.0,10.0,10.0,10.0,10.0,10.0,50.0,10.0,10.0,10.0,10.0,10.0,8.0,8.0,7.0,9.0,9.0,1,8.0,6.0,6.0,7.0,6.0,8.0,6.0,5.0,2.0,2.0,7.0,3.0,1.0,50.0,10.0,10.0,10.0,10.0,10.0,50.0,10.0,10.0,10.0,10.0,10.0,40.0,12.0,12.0,12.0,12.0,12.0,8.0,8.0,8.0,8.0,8.0
6540,431,2.0,0,3,2,17,14,9,9.0,5,3,442.0,1,-0.06,0,25.0,2.0,40.0,10.0,0.0,45.0,0.0,5.0,1,6.0,3.0,5.0,4.0,5.0,1.0,5.0,4.0,2.0,27.0,Education Leadership - Public School Administration,9.0,4.0,5.0,8.0,Southern California,"92,843",2.0,7.0,3.0,Public School Principal,7.0,10.0,9.0,7.0,10.0,10.0,10.0,10.0,5.0,4.0,10.0,7.0,7.0,5.0,8.0,10.0,10.0,3.0,7.0,15.0,15.0,25.0,15.0,15.0,15.0,50.0,10.0,10.0,10.0,10.0,10.0,50.0,10.0,10.0,10.0,10.0,10.0,7.0,10.0,7.0,9.0,10.0,1,8.0,8.0,8.0,8.0,7.0,2.0,7.0,6.0,2.0,2.0,7.0,1.0,3.0,15.0,15.0,25.0,15.0,15.0,15.0,50.0,10.0,10.0,10.0,10.0,10.0,50.0,10.0,10.0,10.0,10.0,10.0,8.0,10.0,9.0,8.0,10.0
6546,431,2.0,0,3,2,17,14,9,9.0,3,9,448.0,1,0.03,0,22.0,2.0,25.0,15.0,25.0,25.0,5.0,5.0,1,5.0,6.0,8.0,4.0,8.0,4.0,6.0,3.0,2.0,27.0,Education Leadership - Public School Administration,9.0,4.0,5.0,8.0,Southern California,"92,843",2.0,7.0,3.0,Public School Principal,7.0,10.0,9.0,7.0,10.0,10.0,10.0,10.0,5.0,4.0,10.0,7.0,7.0,5.0,8.0,10.0,10.0,3.0,7.0,15.0,15.0,25.0,15.0,15.0,15.0,50.0,10.0,10.0,10.0,10.0,10.0,50.0,10.0,10.0,10.0,10.0,10.0,7.0,10.0,7.0,9.0,10.0,1,9.0,8.0,9.0,9.0,5.0,2.0,6.0,4.0,2.0,2.0,7.0,1.0,3.0,15.0,15.0,25.0,15.0,15.0,15.0,50.0,10.0,10.0,10.0,10.0,10.0,50.0,10.0,10.0,10.0,10.0,10.0,8.0,10.0,9.0,8.0,10.0
6554,432,3.0,0,5,2,17,14,11,11.0,7,3,442.0,1,-0.11,1,25.0,2.0,40.0,10.0,0.0,45.0,0.0,5.0,1,8.0,8.0,7.0,7.0,7.0,10.0,8.0,7.0,2.0,28.0,Social Work,11.0,2.0,1.0,1.0,"Hastings-on-Hudson, NY","10,706",4.0,6.0,3.0,Social Worker,11.0,2.0,2.0,2.0,10.0,10.0,10.0,7.0,1.0,6.0,6.0,4.0,9.0,8.0,8.0,7.0,5.0,5.0,4.0,15.0,30.0,30.0,10.0,10.0,5.0,20.0,0.0,25.0,15.0,25.0,15.0,25.0,10.0,25.0,15.0,20.0,5.0,7.0,8.0,8.0,8.0,8.0,1,7.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,2.0,5.0,9.0,1.0,3.0,30.0,20.0,20.0,30.0,0.0,0.0,40.0,5.0,20.0,20.0,10.0,5.0,40.0,0.0,25.0,25.0,10.0,0.0,8.0,9.0,8.0,9.0,8.0
6564,432,3.0,0,5,2,17,14,11,11.0,3,13,452.0,1,0.18,0,29.0,4.0,35.0,30.0,25.0,5.0,0.0,5.0,1,7.0,9.0,7.0,8.0,6.0,6.0,7.0,6.0,2.0,28.0,Social Work,11.0,2.0,1.0,1.0,"Hastings-on-Hudson, NY","10,706",4.0,6.0,3.0,Social Worker,11.0,2.0,2.0,2.0,10.0,10.0,10.0,7.0,1.0,6.0,6.0,4.0,9.0,8.0,8.0,7.0,5.0,5.0,4.0,15.0,30.0,30.0,10.0,10.0,5.0,20.0,0.0,25.0,15.0,25.0,15.0,25.0,10.0,25.0,15.0,20.0,5.0,7.0,8.0,8.0,8.0,8.0,1,5.0,8.0,10.0,10.0,10.0,5.0,10.0,9.0,2.0,5.0,9.0,1.0,3.0,30.0,20.0,20.0,30.0,0.0,0.0,40.0,5.0,20.0,20.0,10.0,5.0,40.0,0.0,25.0,25.0,10.0,0.0,8.0,9.0,8.0,9.0,8.0
6568,433,4.0,0,7,2,17,14,3,3.0,13,3,442.0,1,0.26,0,25.0,2.0,40.0,10.0,0.0,45.0,0.0,5.0,1,4.0,2.0,4.0,4.0,5.0,3.0,6.0,3.0,2.0,30.0,MFA Writing,15.0,6.0,3.0,3.0,Northern California,"93,257",2.0,6.0,3.0,Writer,6.0,3.0,3.0,8.0,8.0,8.0,8.0,8.0,1.0,6.0,7.0,5.0,7.0,8.0,5.0,5.0,5.0,3.0,5.0,20.0,20.0,20.0,20.0,10.0,10.0,30.0,10.0,20.0,20.0,10.0,10.0,35.0,10.0,10.0,35.0,5.0,5.0,8.0,6.0,7.0,8.0,5.0,1,7.0,7.0,7.0,5.0,6.0,5.0,6.0,5.0,2.0,3.0,6.0,1.0,2.0,20.0,20.0,20.0,25.0,5.0,10.0,25.0,15.0,20.0,25.0,5.0,10.0,25.0,5.0,20.0,25.0,5.0,20.0,7.0,7.0,7.0,8.0,6.0
6587,434,5.0,0,9,2,17,14,4,4.0,4,8,447.0,1,0.13,0,26.0,4.0,15.0,30.0,25.0,20.0,0.0,10.0,1,9.0,8.0,8.0,8.0,6.0,6.0,8.0,7.0,1.0,27.0,International Affairs,11.0,2.0,2.0,2.0,Maryland,"20,816",1.0,4.0,2.0,Trade Specialist,15.0,4.0,2.0,9.0,6.0,3.0,3.0,3.0,2.0,7.0,2.0,6.0,2.0,2.0,4.0,7.0,8.0,4.0,3.0,30.0,15.0,15.0,30.0,0.0,10.0,30.0,20.0,10.0,20.0,10.0,10.0,40.0,10.0,10.0,25.0,0.0,15.0,7.0,7.0,8.0,6.0,4.0,1,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,1.0,1.0,6.0,3.0,2.0,40.0,10.0,20.0,15.0,5.0,10.0,30.0,20.0,20.0,10.0,10.0,10.0,40.0,5.0,10.0,20.0,0.0,25.0,8.0,8.0,8.0,8.0,7.0
6603,435,6.0,0,11,2,17,14,7,7.0,14,10,449.0,1,0.01,0,23.0,6.0,55.0,2.0,1.0,40.0,1.0,1.0,1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,22.0,Law,1.0,1.0,1.0,1.0,New Jersey,"7,726",1.0,7.0,2.0,Lawyer,1.0,5.0,5.0,6.0,9.0,8.0,8.0,3.0,2.0,9.0,9.0,1.0,8.0,7.0,9.0,9.0,10.0,10.0,5.0,25.0,5.0,20.0,25.0,15.0,10.0,50.0,2.0,8.0,45.0,1.0,4.0,50.0,1.0,4.0,25.0,10.0,10.0,7.0,9.0,9.0,9.0,9.0,1,7.0,7.0,8.0,9.0,10.0,7.0,8.0,8.0,1.0,4.0,3.0,3.0,2.0,30.0,10.0,20.0,20.0,10.0,10.0,50.0,2.0,3.0,40.0,3.0,2.0,40.0,2.0,3.0,30.0,3.0,2.0,7.0,9.0,10.0,10.0,10.0
6616,436,7.0,0,13,2,17,14,6,6.0,14,9,448.0,1,0.0,1,22.0,2.0,25.0,15.0,25.0,25.0,5.0,5.0,1,8.0,6.0,7.0,8.0,8.0,7.0,8.0,8.0,1.0,23.0,Law,1.0,2.0,9.0,1.0,California,"92,869",1.0,6.0,1.0,Law,1.0,8.0,5.0,9.0,10.0,8.0,7.0,8.0,5.0,1.0,9.0,10.0,8.0,10.0,6.0,10.0,10.0,4.0,5.0,28.0,8.0,17.0,22.0,17.0,8.0,20.0,20.0,20.0,20.0,20.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0,9.0,8.0,10.0,7.0,6.0,1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,4.0,6.0,3.0,3.0,60.0,5.0,10.0,15.0,5.0,5.0,30.0,15.0,20.0,15.0,10.0,10.0,55.0,5.0,5.0,25.0,5.0,5.0,8.0,8.0,8.0,10.0,8.0
6617,436,7.0,0,13,2,17,14,6,6.0,13,10,449.0,1,0.78,0,23.0,6.0,55.0,2.0,1.0,40.0,1.0,1.0,1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,23.0,Law,1.0,2.0,9.0,1.0,California,"92,869",1.0,6.0,1.0,Law,1.0,8.0,5.0,9.0,10.0,8.0,7.0,8.0,5.0,1.0,9.0,10.0,8.0,10.0,6.0,10.0,10.0,4.0,5.0,28.0,8.0,17.0,22.0,17.0,8.0,20.0,20.0,20.0,20.0,20.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0,9.0,8.0,10.0,7.0,6.0,1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,4.0,6.0,3.0,3.0,60.0,5.0,10.0,15.0,5.0,5.0,30.0,15.0,20.0,15.0,10.0,10.0,55.0,5.0,5.0,25.0,5.0,5.0,8.0,8.0,8.0,10.0,8.0
6624,437,8.0,0,15,2,17,14,12,12.0,8,3,442.0,1,-0.06,1,25.0,2.0,40.0,10.0,0.0,45.0,0.0,5.0,1,7.0,5.0,5.0,4.0,2.0,0.0,5.0,4.0,2.0,23.0,Social Work,11.0,2.0,2.0,6.0,North Carolina,"28,804",1.0,4.0,1.0,Social Work,11.0,6.0,7.0,7.0,8.0,9.0,9.0,8.0,5.0,6.0,9.0,7.0,10.0,10.0,10.0,10.0,5.0,6.0,5.0,15.0,15.0,18.0,18.0,14.0,20.0,28.0,12.0,13.0,10.0,12.0,25.0,35.0,12.0,12.0,15.0,15.0,23.0,7.0,9.0,9.0,9.0,8.0,1,7.0,9.0,10.0,7.0,10.0,7.0,8.0,4.0,2.0,5.0,5.0,1.0,3.0,12.0,13.0,25.0,12.0,13.0,25.0,32.0,10.0,15.0,12.0,13.0,18.0,35.0,10.0,15.0,10.0,10.0,20.0,5.0,9.0,8.0,9.0,8.0
6630,437,8.0,0,15,2,17,14,12,12.0,6,9,448.0,1,0.41,1,22.0,2.0,25.0,15.0,25.0,25.0,5.0,5.0,1,5.0,7.0,5.0,6.0,3.0,7.0,6.0,4.0,2.0,23.0,Social Work,11.0,2.0,2.0,6.0,North Carolina,"28,804",1.0,4.0,1.0,Social Work,11.0,6.0,7.0,7.0,8.0,9.0,9.0,8.0,5.0,6.0,9.0,7.0,10.0,10.0,10.0,10.0,5.0,6.0,5.0,15.0,15.0,18.0,18.0,14.0,20.0,28.0,12.0,13.0,10.0,12.0,25.0,35.0,12.0,12.0,15.0,15.0,23.0,7.0,9.0,9.0,9.0,8.0,1,7.0,6.0,9.0,10.0,9.0,9.0,6.0,6.0,2.0,5.0,5.0,1.0,3.0,12.0,13.0,25.0,12.0,13.0,25.0,32.0,10.0,15.0,12.0,13.0,18.0,35.0,10.0,15.0,10.0,10.0,20.0,5.0,9.0,8.0,9.0,8.0
6685,442,3.0,1,6,2,17,11,9,5.0,4,2,431.0,1,-0.06,0,27.0,4.0,15.0,15.0,25.0,15.0,15.0,15.0,1,8.0,8.0,8.0,8.0,7.0,2.0,7.0,6.0,2.0,25.0,law,1.0,2.0,1.0,1.0,poland,108,4.0,6.0,1.0,tax lawyer,1.0,7.0,1.0,7.0,5.0,1.0,1.0,7.0,1.0,8.0,6.0,1.0,1.0,5.0,3.0,5.0,2.0,1.0,6.0,40.0,10.0,0.0,45.0,0.0,5.0,60.0,0.0,10.0,30.0,0.0,0.0,30.0,10.0,10.0,20.0,30.0,10.0,7.0,9.0,8.0,8.0,9.0,1,6.0,3.0,5.0,4.0,5.0,1.0,5.0,4.0,2.0,3.0,8.0,3.0,1.0,50.0,20.0,0.0,30.0,0.0,0.0,60.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,30.0,40.0,30.0,0.0,7.0,6.0,7.0,4.0,9.0
6686,442,3.0,1,6,2,17,11,11,5.0,5,3,432.0,1,-0.11,1,28.0,2.0,15.0,30.0,30.0,10.0,10.0,5.0,1,7.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,2.0,25.0,law,1.0,2.0,1.0,1.0,poland,108,4.0,6.0,1.0,tax lawyer,1.0,7.0,1.0,7.0,5.0,1.0,1.0,7.0,1.0,8.0,6.0,1.0,1.0,5.0,3.0,5.0,2.0,1.0,6.0,40.0,10.0,0.0,45.0,0.0,5.0,60.0,0.0,10.0,30.0,0.0,0.0,30.0,10.0,10.0,20.0,30.0,10.0,7.0,9.0,8.0,8.0,9.0,1,8.0,8.0,7.0,7.0,7.0,10.0,8.0,7.0,2.0,3.0,8.0,3.0,1.0,50.0,20.0,0.0,30.0,0.0,0.0,60.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,30.0,40.0,30.0,0.0,7.0,6.0,7.0,4.0,9.0
6687,442,3.0,1,6,2,17,11,3,5.0,9,4,433.0,1,0.26,0,30.0,6.0,20.0,20.0,20.0,20.0,10.0,10.0,1,7.0,7.0,7.0,5.0,6.0,5.0,6.0,5.0,2.0,25.0,law,1.0,2.0,1.0,1.0,poland,108,4.0,6.0,1.0,tax lawyer,1.0,7.0,1.0,7.0,5.0,1.0,1.0,7.0,1.0,8.0,6.0,1.0,1.0,5.0,3.0,5.0,2.0,1.0,6.0,40.0,10.0,0.0,45.0,0.0,5.0,60.0,0.0,10.0,30.0,0.0,0.0,30.0,10.0,10.0,20.0,30.0,10.0,7.0,9.0,8.0,8.0,9.0,1,4.0,2.0,4.0,4.0,5.0,3.0,6.0,3.0,2.0,3.0,8.0,3.0,1.0,50.0,20.0,0.0,30.0,0.0,0.0,60.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,30.0,40.0,30.0,0.0,7.0,6.0,7.0,4.0,9.0
6691,442,3.0,1,6,2,17,11,12,5.0,6,8,437.0,1,-0.06,1,23.0,2.0,15.0,15.0,18.0,18.0,14.0,20.0,1,7.0,9.0,10.0,7.0,10.0,7.0,8.0,4.0,2.0,25.0,law,1.0,2.0,1.0,1.0,poland,108,4.0,6.0,1.0,tax lawyer,1.0,7.0,1.0,7.0,5.0,1.0,1.0,7.0,1.0,8.0,6.0,1.0,1.0,5.0,3.0,5.0,2.0,1.0,6.0,40.0,10.0,0.0,45.0,0.0,5.0,60.0,0.0,10.0,30.0,0.0,0.0,30.0,10.0,10.0,20.0,30.0,10.0,7.0,9.0,8.0,8.0,9.0,1,7.0,5.0,5.0,4.0,2.0,0.0,5.0,4.0,2.0,3.0,8.0,3.0,1.0,50.0,20.0,0.0,30.0,0.0,0.0,60.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,30.0,40.0,30.0,0.0,7.0,6.0,7.0,4.0,9.0
6738,447,8.0,1,16,2,17,11,4,1.0,3,5,434.0,1,0.13,0,27.0,2.0,30.0,15.0,15.0,30.0,0.0,10.0,1,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,1.0,26.0,Public Policy,13.0,4.0,1.0,1.0,India,"110,003",1.0,7.0,2.0,Public Finance,7.0,7.0,5.0,6.0,8.0,3.0,2.0,6.0,2.0,5.0,6.0,3.0,4.0,8.0,4.0,9.0,2.0,4.0,3.0,15.0,30.0,25.0,20.0,0.0,10.0,25.0,20.0,20.0,20.0,0.0,15.0,20.0,20.0,15.0,25.0,10.0,10.0,6.0,10.0,6.0,7.0,4.0,1,9.0,8.0,8.0,8.0,6.0,6.0,8.0,7.0,1.0,1.0,3.0,1.0,2.0,25.0,30.0,20.0,15.0,0.0,10.0,30.0,25.0,15.0,20.0,5.0,5.0,25.0,20.0,20.0,20.0,5.0,10.0,5.0,6.0,6.0,7.0,6.0
